Cliente;Descrição;CNPJ;ISIN;Qtd.;Valor Nominal;Rendimiento;Valor Bruto;IRRF;IOF;Valor Líquido;% s/Seg;% s/PL
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;IAJA FIC FIRF CP;33913650000187;BR05C8CTF002;283529947,6;476377091,6;;476377091,6;0,00;0,00;476377091,6;0,00588175;41,30392558
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;IAJA FIC FIRF CP;33913650000187;BR05C8CTF002;283529947,6;476491226,6;;476491226,6;0,00;0,00;476491226,6;0,002629223;41,31424938
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;IAJA FIC FIRF CP;33913650000187;BR05C8CTF002;283529947,6;476491226,6;;476491226,6;0,00;0,00;476491226,6;0,005883159;41,31424938
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;IAJA FIC FIRF CP;33913650000187;BR05C8CTF002;283529947,6;476804700,2;;476804700,2;0,00;0,00;476804700,2;0,002630952;41,32677214
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;IAJA FIC FIRF CP;33913650000187;BR05C8CTF002;283529947,6;476804700,2;;476804700,2;0,00;0,00;476804700,2;0,005887029;41,32677214
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;IAJA FIC FIRF CP;33913650000187;BR05C8CTF002;283537088,1;476229233,4;;476229233,4;0,00;0,00;476229233,4;0,002627777;41,31705159
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;IAJA FIC FIRF CP;33913650000187;BR05C8CTF002;283537088,1;476229233,4;;476229233,4;0,00;0,00;476229233,4;0,005879924;41,31705159
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;IAJA FIC FIRF CP;33913650000187;BR05C8CTF002;283537088,1;476342271,1;;476342271,1;0,00;0,00;476342271,1;0,002628401;41,31338475
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;IAJA FIC FIRF CP;33913650000187;BR05C8CTF002;283537088,1;476342271,1;;476342271,1;0,00;0,00;476342271,1;0,00588132;41,31338475
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;21981745,28;;21981745,28;0,00;0,00;21981745,28;0,000121293;7,67377887
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;21981745,28;;21981745,28;0,00;0,00;21981745,28;0,001258049;7,67377887
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;22441445,15;;22441445,15;0,00;0,00;22441445,15;0,000123829;7,88697601
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;22441445,15;;22441445,15;0,00;0,00;22441445,15;0,001284358;7,88697601
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;22617832,3;;22617832,3;0,00;0,00;22617832,3;0,000124803;7,966737777
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;22617832,3;;22617832,3;0,00;0,00;22617832,3;0,001294453;7,966737777
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;22788053,03;;22788053,03;0,00;0,00;22788053,03;0,000125742;8,026143454
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;22788053,03;;22788053,03;0,00;0,00;22788053,03;0,001304195;8,026143454
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;22961307,12;;22961307,12;0,00;0,00;22961307,12;0,000126698;8,114616718
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;22961307,12;;22961307,12;0,00;0,00;22961307,12;0,001314111;8,114616718
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;22984777,38;;22984777,38;0,00;0,00;22984777,38;0,000126827;8,086178232
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;22984777,38;;22984777,38;0,00;0,00;22984777,38;0,001315454;8,086178232
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23037710,01;;23037710,01;0,00;0,00;23037710,01;0,000127119;8,130766467
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23037710,01;;23037710,01;0,00;0,00;23037710,01;0,001318484;8,130766467
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23140161,61;;23140161,61;0,00;0,00;23140161,61;0,000127685;8,163878623
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23140161,61;;23140161,61;0,00;0,00;23140161,61;0,001324347;8,163878623
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23265542,69;;23265542,69;0,00;0,00;23265542,69;0,000128377;8,179797033
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23265542,69;;23265542,69;0,00;0,00;23265542,69;0,001331523;8,179797033
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23277011,85;;23277011,85;0,00;0,00;23277011,85;0,00012844;8,208742238
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23277011,85;;23277011,85;0,00;0,00;23277011,85;0,001332179;8,208742238
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23383906,56;;23383906,56;0,00;0,00;23383906,56;0,00012903;8,166896092
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23383906,56;;23383906,56;0,00;0,00;23383906,56;0,001338297;8,166896092
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23516634,34;;23516634,34;0,00;0,00;23516634,34;0,000129762;8,207088206
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23516634,34;;23516634,34;0,00;0,00;23516634,34;0,001345893;8,207088206
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23747518,71;;23747518,71;0,00;0,00;23747518,71;0,000131036;8,277902915
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16080146,45;23747518,71;;23747518,71;0,00;0,00;23747518,71;0,001359107;8,277902915
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;21691599,86;;21691599,86;0,00;0,00;21691599,86;0,000119692;7,591278053
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;21691599,86;;21691599,86;0,00;0,00;21691599,86;0,001241444;7,591278053
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;21816439,81;;21816439,81;0,00;0,00;21816439,81;0,000120381;7,589184654
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;21816439,81;;21816439,81;0,00;0,00;21816439,81;0,001248588;7,589184654
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;21860920,77;;21860920,77;0,00;0,00;21860920,77;0,000120626;7,626237344
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;21860920,77;;21860920,77;0,00;0,00;21860920,77;0,001251134;7,626237344
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;21938278,27;;21938278,27;0,00;0,00;21938278,27;0,000121053;7,636050925
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;21938278,27;;21938278,27;0,00;0,00;21938278,27;0,001255561;7,636050925
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;21988031,51;;21988031,51;0,00;0,00;21988031,51;0,000121327;7,670275294
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;21988031,51;;21988031,51;0,00;0,00;21988031,51;0,001258409;7,670275294
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;22015792,05;;22015792,05;0,00;0,00;22015792,05;0,000121481;7,674007052
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;22015792,05;;22015792,05;0,00;0,00;22015792,05;0,001259998;7,674007052
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;22078406,86;;22078406,86;0,00;0,00;22078406,86;0,000121826;7,688521139
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;22078406,86;;22078406,86;0,00;0,00;22078406,86;0,001263581;7,688521139
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;22120998,78;;22120998,78;0,00;0,00;22120998,78;0,000122061;7,719141665
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;22120998,78;;22120998,78;0,00;0,00;22120998,78;0,001266019;7,719141665
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;22135182,68;;22135182,68;0,00;0,00;22135182,68;0,000122139;7,726038201
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;22135182,68;;22135182,68;0,00;0,00;22135182,68;0,001266831;7,726038201
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;22188526,8;;22188526,8;0,00;0,00;22188526,8;0,000122434;7,730602488
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16094653,64;22188526,8;;22188526,8;0,00;0,00;22188526,8;0,001269883;7,730602488
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16694178,58;24544569,31;;24544569,31;0,00;0,00;24544569,31;0,000135434;8,593402298
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;16694178,58;24544569,31;;24544569,31;0,00;0,00;24544569,31;0,001404723;8,593402298
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;24319990,9;;24319990,9;0,00;0,00;24319990,9;0,000134195;8,520867978
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;24319990,9;;24319990,9;0,00;0,00;24319990,9;0,00139187;8,520867978
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;24427954,87;;24427954,87;0,00;0,00;24427954,87;0,000134791;8,678634955
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;24427954,87;;24427954,87;0,00;0,00;24427954,87;0,001398049;8,678634955
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;24537220,93;;24537220,93;0,00;0,00;24537220,93;0,000135394;8,588176854
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;24537220,93;;24537220,93;0,00;0,00;24537220,93;0,001404303;8,588176854
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25069670,9;;25069670,9;0,00;0,00;25069670,9;0,000138332;8,877642402
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25069670,9;;25069670,9;0,00;0,00;25069670,9;0,001434776;8,877642402
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25113665,14;;25113665,14;0,00;0,00;25113665,14;0,000138574;8,88076519
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25113665,14;;25113665,14;0,00;0,00;25113665,14;0,001437294;8,88076519
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25121945,3;;25121945,3;0,00;0,00;25121945,3;0,00013862;8,881308674
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25121945,3;;25121945,3;0,00;0,00;25121945,3;0,001437768;8,881308674
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25132322,96;;25132322,96;0,00;0,00;25132322,96;0,000138677;8,887683568
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25132322,96;;25132322,96;0,00;0,00;25132322,96;0,001438361;8,887683568
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25200091,54;;25200091,54;0,00;0,00;25200091,54;0,000139051;8,912442809
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25200091,54;;25200091,54;0,00;0,00;25200091,54;0,00144224;8,912442809
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25645941,08;;25645941,08;0,00;0,00;25645941,08;0,000141511;8,9503101
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25645941,08;;25645941,08;0,00;0,00;25645941,08;0,001467757;8,9503101
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25688643,09;;25688643,09;0,00;0,00;25688643,09;0,000141747;9,042725961
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25688643,09;;25688643,09;0,00;0,00;25688643,09;0,001470201;9,042725961
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25903192,82;;25903192,82;0,00;0,00;25903192,82;0,000142931;9,026878372
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;25903192,82;;25903192,82;0,00;0,00;25903192,82;0,00148248;9,026878372
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26094703,94;;26094703,94;0,00;0,00;26094703,94;0,000143988;9,172367343
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26094703,94;;26094703,94;0,00;0,00;26094703,94;0,00149344;9,172367343
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26309293,98;;26309293,98;0,00;0,00;26309293,98;0,000145172;9,245581278
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26309293,98;;26309293,98;0,00;0,00;26309293,98;0,001505721;9,245581278
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26331891,98;;26331891,98;0,00;0,00;26331891,98;0,000145296;9,154770478
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26331891,98;;26331891,98;0,00;0,00;26331891,98;0,001507015;9,154770478
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26332772,85;;26332772,85;0,00;0,00;26332772,85;0,000145301;9,158950038
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26332772,85;;26332772,85;0,00;0,00;26332772,85;0,001507065;9,158950038
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26362960,61;;26362960,61;0,00;0,00;26362960,61;0,000145468;9,150310079
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26362960,61;;26362960,61;0,00;0,00;26362960,61;0,001508793;9,150310079
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26385714,99;;26385714,99;0,00;0,00;26385714,99;0,000145593;9,189789372
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26385714,99;;26385714,99;0,00;0,00;26385714,99;0,001510095;9,189789372
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26467082,99;;26467082,99;0,00;0,00;26467082,99;0,000146042;9,18589637
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26467082,99;;26467082,99;0,00;0,00;26467082,99;0,001514752;9,18589637
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26533853,59;;26533853,59;0,00;0,00;26533853,59;0,000146411;9,213185152
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17298979,63;26533853,59;;26533853,59;0,00;0,00;26533853,59;0,001518573;9,213185152
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17425881,38;24032190,02;;24032190,02;0,00;0,00;24032190,02;0,000132607;8,431746679
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17425881,38;24032190,02;;24032190,02;0,00;0,00;24032190,02;0,001375399;8,431746679
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17425881,38;24768101,2;;24768101,2;0,00;0,00;24768101,2;0,000136667;8,661895097
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17425881,38;24768101,2;;24768101,2;0,00;0,00;24768101,2;0,001417516;8,661895097
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17425881,38;24800996,73;;24800996,73;0,00;0,00;24800996,73;0,000136849;8,677967848
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17425881,38;24800996,73;;24800996,73;0,00;0,00;24800996,73;0,001419399;8,677967848
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17425881,38;25157657,12;;25157657,12;0,00;0,00;25157657,12;0,000138817;8,783032018
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17425881,38;25157657,12;;25157657,12;0,00;0,00;25157657,12;0,001439811;8,783032018
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24235455,38;;24235455,38;0,00;0,00;24235455,38;0,000133728;8,466577219
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24235455,38;;24235455,38;0,00;0,00;24235455,38;0,001387032;8,466577219
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24451952,13;;24451952,13;0,00;0,00;24451952,13;0,000134923;8,58616448
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24451952,13;;24451952,13;0,00;0,00;24451952,13;0,001399423;8,58616448
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24542570,88;;24542570,88;0,00;0,00;24542570,88;0,000135423;8,557131883
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24542570,88;;24542570,88;0,00;0,00;24542570,88;0,001404609;8,557131883
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24543289,89;;24543289,89;0,00;0,00;24543289,89;0,000135427;8,556886719
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24543289,89;;24543289,89;0,00;0,00;24543289,89;0,00140465;8,556886719
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24554325,6;;24554325,6;0,00;0,00;24554325,6;0,000135488;8,643661788
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24554325,6;;24554325,6;0,00;0,00;24554325,6;0,001405282;8,643661788
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24583270,04;;24583270,04;0,00;0,00;24583270,04;0,000135648;8,569748266
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24583270,04;;24583270,04;0,00;0,00;24583270,04;0,001406938;8,569748266
IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;IAJA ACOES FIC FIA;33913659000198;BR05DUCTF001;17498391,96;24672792,34;;24672792,34;0,00;0,00;24672792,34;0,000136142;8,670400042
