Cliente;Descrição;CNPJ;ISIN;Qtd.;Valor Nominal;Rendimiento;Valor Bruto;IRRF;IOF;Valor Líquido;% s/Seg;% s/PL
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12314,21;-;12314,21;0,00;0,00;12314,21;6,79483684558631E-8;0,005113568
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12314,21;-;12314,21;0,00;0,00;12314,21;1,52041523390972E-7;0,005113568
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12318,47;-;12318,47;0,00;0,00;12318,47;6,79718746369029E-8;0,005075182
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12318,47;-;12318,47;0,00;0,00;12318,47;1,52094120909582E-7;0,005075182
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12319,8;-;12319,8;0,00;0,00;12319,8;6,79792134211242E-8;0,005073988
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12319,8;-;12319,8;0,00;0,00;12319,8;1,52110542200603E-7;0,005073988
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12324,19;-;12324,19;0,00;0,00;12324,19;6,80034369269375E-8;0,005115039
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12324,19;-;12324,19;0,00;0,00;12324,19;1,5216474480781E-7;0,005115039
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12324,55;-;12324,55;0,00;0,00;12324,55;6,80054233647719E-8;0,005112532
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12324,55;-;12324,55;0,00;0,00;12324,55;1,52169189668537E-7;0,005112532
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12325,41;-;12325,41;0,00;0,00;12325,41;6,80101687440428E-8;0,005068983
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12325,41;-;12325,41;0,00;0,00;12325,41;1,52179807946942E-7;0,005068983
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12328,28;-;12328,28;0,00;0,00;12328,28;6,80260050678889E-8;0,005039802
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12328,28;-;12328,28;0,00;0,00;12328,28;1,5221524336441E-7;0,005039802
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12332,13;-;12332,13;0,00;0,00;12332,13;6,80472489169506E-8;0,005074036
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12332,13;-;12332,13;0,00;0,00;12332,13;1,52262778680524E-7;0,005074036
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12332,49;-;12332,49;0,00;0,00;12332,49;6,8049235354785E-8;0,005036187
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12332,49;-;12332,49;0,00;0,00;12332,49;1,52267223541252E-7;0,005036187
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12337,44;-;12337,44;0,00;0,00;12337,44;6,80765488750073E-8;0,005040748
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12337,44;-;12337,44;0,00;0,00;12337,44;1,52328340376257E-7;0,005040748
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12341,81;-;12341,81;0,00;0,00;12341,81;6,81006620231631E-8;0,005110197
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12341,81;-;12341,81;0,00;0,00;12341,81;1,52382296046756E-7;0,005110197
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12345,01;-;12345,01;0,00;0,00;12345,01;6,81183192483573E-8;0,005117193
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12345,01;-;12345,01;0,00;0,00;12345,01;1,52421805919891E-7;0,005117193
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12348,66;-;12348,66;0,00;0,00;12348,66;6,81384595208445E-8;0,00508214
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12348,66;-;12348,66;0,00;0,00;12348,66;1,52466871868935E-7;0,00508214
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12360,03;-;12360,03;0,00;0,00;12360,03;6,82011978491127E-8;0,005120317
BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;BRAM FIRF IMA-B;18085913000113;BRFBR5CTF006;3390,115927;12360,03;-;12360,03;0,00;0,00;12360,03;1,52607255386916E-7;0,005120317
IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;FI IMA B 5 TOP RF;18599673000175;BRSAI6CTF001;113712,5655;3940611,73;-;3940611,73;0,00;0,00;3940611,73;2,1743833974858E-5;0,997290685
IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;FI IMA B 5 TOP RF;18599673000175;BRSAI6CTF001;113712,5655;3940611,73;-;3940611,73;0,00;0,00;3940611,73;4,86540842263963E-5;0,997290685
IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;FI IMA B 5 TOP RF;18599673000175;BRSAI6CTF001;227984,61;7911608,69;-;7911608,69;0,00;0,00;7911608,69;4,36553300899309E-5;2,002194611
IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;FI IMA B 5 TOP RF;18599673000175;BRSAI6CTF001;227984,61;7911608,69;-;7911608,69;0,00;0,00;7911608,69;9,76833298848118E-5;2,002194611
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11400347,66;-;11400347,66;0,00;0,00;11400347,66;6,29057831015239E-5;7,431420195
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11400347,66;-;11400347,66;0,00;0,00;11400347,66;0,000169041;7,431420195
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11410003,13;-;11410003,13;0,00;0,00;11410003,13;6,29590608540695E-5;7,514529262
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11410003,13;-;11410003,13;0,00;0,00;11410003,13;0,000169184;7,514529262
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11412005,31;-;11412005,31;0,00;0,00;11412005,31;6,29701086488005E-5;7,468016797
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11412005,31;-;11412005,31;0,00;0,00;11412005,31;0,000169213;7,468016797
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11414620,05;-;11414620,05;0,00;0,00;11414620,05;6,29845364778644E-5;7,493868327
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11414620,05;-;11414620,05;0,00;0,00;11414620,05;0,000169252;7,493868327
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11415367,85;-;11415367,85;0,00;0,00;11415367,85;6,2988662750677E-5;7,551379536
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11415367,85;-;11415367,85;0,00;0,00;11415367,85;0,000169263;7,551379536
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11425610,28;-;11425610,28;0,00;0,00;11425610,28;6,30451792797538E-5;7,540036624
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11425610,28;-;11425610,28;0,00;0,00;11425610,28;0,000169415;7,540036624
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11427788,29;-;11427788,29;0,00;0,00;11427788,29;6,30571972838304E-5;7,591707786
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11427788,29;-;11427788,29;0,00;0,00;11427788,29;0,000169448;7,591707786
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11440828,94;-;11440828,94;0,00;0,00;11440828,94;6,31291540631207E-5;7,506138793
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11440828,94;-;11440828,94;0,00;0,00;11440828,94;0,000169641;7,506138793
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11441711,56;-;11441711,56;0,00;0,00;11441711,56;6,31340242569022E-5;7,569204618
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11441711,56;-;11441711,56;0,00;0,00;11441711,56;0,000169654;7,569204618
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11451742,93;-;11451742,93;0,00;0,00;11451742,93;6,31893761816199E-5;7,544527644
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11451742,93;-;11451742,93;0,00;0,00;11451742,93;0,000169803;7,544527644
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11460240,41;-;11460240,41;0,00;0,00;11460240,41;6,32362642809771E-5;7,484354632
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11460240,41;-;11460240,41;0,00;0,00;11460240,41;0,000169929;7,484354632
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11466393,78;-;11466393,78;0,00;0,00;11466393,78;6,32702178559125E-5;7,47526239
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11466393,78;-;11466393,78;0,00;0,00;11466393,78;0,00017002;7,47526239
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11491358,28;-;11491358,28;0,00;0,00;11491358,28;6,34079690429003E-5;7,489496625
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11491358,28;-;11491358,28;0,00;0,00;11491358,28;0,00017039;7,489496625
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11502220,36;-;11502220,36;0,00;0,00;11502220,36;6,34679047280995E-5;7,508055851
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11502220,36;-;11502220,36;0,00;0,00;11502220,36;0,000170551;7,508055851
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11515687,59;-;11515687,59;0,00;0,00;11515687,59;6,35422153258658E-5;7,529992363
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11515687,59;-;11515687,59;0,00;0,00;11515687,59;0,000170751;7,529992363
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11525202,51;-;11525202,51;0,00;0,00;11525202,51;6,35947175399736E-5;7,55510702
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11525202,51;-;11525202,51;0,00;0,00;11525202,51;0,000170892;7,55510702
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11529762,67;-;11529762,67;0,00;0,00;11529762,67;6,36198799687366E-5;7,551167809
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11529762,67;-;11529762,67;0,00;0,00;11529762,67;0,00017096;7,551167809
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11537619,71;-;11537619,71;0,00;0,00;11537619,71;6,36632341951866E-5;7,539393126
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11537619,71;-;11537619,71;0,00;0,00;11537619,71;0,000171076;7,539393126
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11545205,69;-;11545205,69;0,00;0,00;11545205,69;6,37050927443049E-5;7,570550658
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11545205,69;-;11545205,69;0,00;0,00;11545205,69;0,000171189;7,570550658
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11547123,65;-;11547123,65;0,00;0,00;11547123,65;6,37156758229404E-5;7,569339902
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11547123,65;-;11547123,65;0,00;0,00;11547123,65;0,000171217;7,569339902
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11557185,29;-;11557185,29;0,00;0,00;11557185,29;6,37711947739726E-5;7,57487821
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11557185,29;-;11557185,29;0,00;0,00;11557185,29;0,000171366;7,57487821
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11568781,03;-;11568781,03;0,00;0,00;11568781,03;6,38351787091205E-5;7,550359834
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11568781,03;-;11568781,03;0,00;0,00;11568781,03;0,000171538;7,550359834
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11575633,24;-;11575633,24;0,00;0,00;11575633,24;6,3872988401323E-5;7,540570646
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11575633,24;-;11575633,24;0,00;0,00;11575633,24;0,00017164;7,540570646
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11587335,44;-;11587335,44;0,00;0,00;11587335,44;6,39375597702817E-5;7,547859455
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11587335,44;-;11587335,44;0,00;0,00;11587335,44;0,000171813;7,547859455
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11588923,4;-;11588923,4;0,00;0,00;11588923,4;6,3946321947569E-5;7,557803054
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11588923,4;-;11588923,4;0,00;0,00;11588923,4;0,000171837;7,557803054
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11602518,23;-;11602518,23;0,00;0,00;11602518,23;6,40213366271899E-5;7,558086224
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11602518,23;-;11602518,23;0,00;0,00;11602518,23;0,000172038;7,558086224
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11613595,91;-;11613595,91;0,00;0,00;11613595,91;6,40824619679366E-5;7,524204233
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11613595,91;-;11613595,91;0,00;0,00;11613595,91;0,000172203;7,524204233
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11619593,1;-;11619593,1;0,00;0,00;11619593,1;6,41155537599249E-5;7,459389039
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11619593,1;-;11619593,1;0,00;0,00;11619593,1;0,000172292;7,459389039
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11621389,44;-;11621389,44;0,00;0,00;11621389,44;6,41254657536453E-5;7,509222085
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11621389,44;-;11621389,44;0,00;0,00;11621389,44;0,000172318;7,509222085
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11636445,14;-;11636445,14;0,00;0,00;11636445,14;6,42085413428192E-5;7,513961444
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11636445,14;-;11636445,14;0,00;0,00;11636445,14;0,000172541;7,513961444
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11637680,49;-;11637680,49;0,00;0,00;11637680,49;6,42153578594266E-5;7,460762192
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11637680,49;-;11637680,49;0,00;0,00;11637680,49;0,00017256;7,460762192
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11643176,17;-;11643176,17;0,00;0,00;11643176,17;6,42456823779751E-5;7,504839188
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11643176,17;-;11643176,17;0,00;0,00;11643176,17;0,000172641;7,504839188
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11648799,52;-;11648799,52;0,00;0,00;11648799,52;6,42767113646301E-5;7,478903748
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11648799,52;-;11648799,52;0,00;0,00;11648799,52;0,000172725;7,478903748
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11649705,55;-;11649705,55;0,00;0,00;11649705,55;6,42817107320497E-5;7,45149206
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11649705,55;-;11649705,55;0,00;0,00;11649705,55;0,000172738;7,45149206
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11656301,47;-;11656301,47;0,00;0,00;11656301,47;6,43181062460506E-5;7,466658379
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11656301,47;-;11656301,47;0,00;0,00;11656301,47;0,000172836;7,466658379
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11663181,06;-;11663181,06;0,00;0,00;11663181,06;6,43560670178861E-5;7,472529048
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11663181,06;-;11663181,06;0,00;0,00;11663181,06;0,000172938;7,472529048
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11664235,32;-;11664235,32;0,00;0,00;11664235,32;6,4361884301084E-5;7,486880847
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11664235,32;-;11664235,32;0,00;0,00;11664235,32;0,000172953;7,486880847
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11664869,86;-;11664869,86;0,00;0,00;11664869,86;6,43653856184824E-5;7,495664398
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11664869,86;-;11664869,86;0,00;0,00;11664869,86;0,000172963;7,495664398
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11669869,94;-;11669869,94;0,00;0,00;11669869,94;6,4392975474279E-5;7,490612625
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11669869,94;-;11669869,94;0,00;0,00;11669869,94;0,000173037;7,490612625
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11670525;-;11670525;0,00;0,00;11670525;6,43965900186339E-5;7,507994283
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11670525;-;11670525;0,00;0,00;11670525;0,000173047;7,507994283
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11672251,13;-;11672251,13;0,00;0,00;11672251,13;6,44061146017978E-5;7,505379066
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11672251,13;-;11672251,13;0,00;0,00;11672251,13;0,000173072;7,505379066
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11682764,68;-;11682764,68;0,00;0,00;11682764,68;6,44641271392792E-5;7,456929559
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11682764,68;-;11682764,68;0,00;0,00;11682764,68;0,000173228;7,456929559
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11692483,47;-;11692483,47;0,00;0,00;11692483,47;6,45177542841683E-5;7,504950801
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11692483,47;-;11692483,47;0,00;0,00;11692483,47;0,000173372;7,504950801
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11706084,64;-;11706084,64;0,00;0,00;11706084,64;6,45928039471667E-5;7,469981492
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11706084,64;-;11706084,64;0,00;0,00;11706084,64;0,000173574;7,469981492
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11710367,11;-;11710367,11;0,00;0,00;11710367,11;6,46164341150346E-5;7,482599704
IAJA - IAJA CI COTAS EM CI FIM CP RL;ABS ALPHA GLOBAL FFM;21983042000160;BRALH3CTF006;3645703,618;11710367,11;-;11710367,11;0,00;0,00;11710367,11;0,000173637;7,482599704
